"model_name","parent_class_id","parent_id","parent_name","collection_id","collection_name","category_id","category_name","category_rank","child_id","child_name","property_id","property_name","band_id","timeslice_name","sample_name","_date","period_id","value","unit_id","unit_name","interval_id","phase_id","phase_name","period_value"
"Q2 Week1 DA","1","1","System","1","Generator","69","Hydro","2","33","222_6","176","Installed Capacity","1","All Periods",,"31/12/2024 6:30:00 PM","1","50","1","MW","1","4","ST Schedule","1"
"Q2 Week1 DA","1","1","System","1","Generator","69","Hydro","2","33","222_6","191","Available Energy","1","All Periods",,"31/12/2024 6:30:00 PM","1","8.4","2","GWh","1","4","ST Schedule","1"
"Q2 Week1 DA","1","1","System","1","Generator","69","Hydro","2","34","322_1","1","Generation","1","All Periods",,"31/12/2024 6:30:00 PM","1","3.812","2","GWh","1","4","ST Schedule","1"
"Q2 Week1 DA","1","1","System","1","Generator","69","Hydro","2","34","322_1","77","Fuel Cost","1","All Periods",,"31/12/2024 6:30:00 PM","1","0","34","$000","1","4","ST Schedule","1"
"Q2 Week1 DA","1","1","System","1","Generator","69","Hydro","2","34","322_1","78","Fuel Transport Cost","1","All Periods",,"31/12/2024 6:30:00 PM","1","0","34","$000","1","4","ST Schedule","1"
"Q2 Week1 DA","1","1","System","1","Generator","69","Hydro","2","34","322_1","81","VO&M Cost","1","All Periods",,"31/12/2024 6:30:00 PM","1","0","34","$000","1","4","ST Schedule","1"
"Q2 Week1 DA","1","1","System","1","Generator","69","Hydro","2","34","322_1","87","Generation Cost","1","All Periods",,"31/12/2024 6:30:00 PM","1","0","34","$000","1","4","ST Schedule","1"
"Q2 Week1 DA","1","1","System","1","Generator","69","Hydro","2","34","322_1","88","Start & Shutdown Cost","1","All Periods",,"31/12/2024 6:30:00 PM","1","0","34","$000","1","4","ST Schedule","1"
"Q2 Week1 DA","1","1","System","1","Generator","69","Hydro","2","34","322_1","91","Emissions Cost","1","All Periods",,"31/12/2024 6:30:00 PM","1","0","34","$000","1","4","ST Schedule","1"
"Q2 Week1 DA","1","1","System","1","Generator","69","Hydro","2","34","322_1","93","Total Generation Cost","1","All Periods",,"31/12/2024 6:30:00 PM","1","0","34","$000","1","4","ST Schedule","1"
"Q2 Week1 DA","1","1","System","1","Generator","69","Hydro","2","34","322_1","104","SRMC","1","All Periods",,"31/12/2024 6:30:00 PM","1","0","33","$/MWh","1","4","ST Schedule","1"
"Q2 Week1 DA","1","1","System","1","Generator","69","Hydro","2","34","322_1","117","Price Received","1","All Periods",,"31/12/2024 6:30:00 PM","1","39.0416780506532","33","$/MWh","1","4","ST Schedule","1"
"Q2 Week1 DA","1","1","System","1","Generator","69","Hydro","2","34","322_1","129","Pool Revenue","1","All Periods",,"31/12/2024 6:30:00 PM","1","148.82687672909","34","$000","1","4","ST Schedule","1"
"Q2 Week1 DA","1","1","System","1","Generator","69","Hydro","2","34","322_1","133","Net Revenue","1","All Periods",,"31/12/2024 6:30:00 PM","1","148.82687672909","34","$000","1","4","ST Schedule","1"
"Q2 Week1 DA","1","1","System","1","Generator","69","Hydro","2","34","322_1","176","Installed Capacity","1","All Periods",,"31/12/2024 6:30:00 PM","1","50","1","MW","1","4","ST Schedule","1"
"Q2 Week1 DA","1","1","System","1","Generator","69","Hydro","2","34","322_1","191","Available Energy","1","All Periods",,"31/12/2024 6:30:00 PM","1","8.4","2","GWh","1","4","ST Schedule","1"
"Q2 Week1 DA","1","1","System","1","Generator","69","Hydro","2","35","322_2","1","Generation","1","All Periods",,"31/12/2024 6:30:00 PM","1","3.812","2","GWh","1","4","ST Schedule","1"
"Q2 Week1 DA","1","1","System","1","Generator","69","Hydro","2","35","322_2","77","Fuel Cost","1","All Periods",,"31/12/2024 6:30:00 PM","1","0","34","$000","1","4","ST Schedule","1"
"Q2 Week1 DA","1","1","System","1","Generator","69","Hydro","2","35","322_2","78","Fuel Transport Cost","1","All Periods",,"31/12/2024 6:30:00 PM","1","0","34","$000","1","4","ST Schedule","1"
"Q2 Week1 DA","1","1","System","1","Generator","69","Hydro","2","35","322_2","81","VO&M Cost","1","All Periods",,"31/12/2024 6:30:00 PM","1","0","34","$000","1","4","ST Schedule","1"
"Q2 Week1 DA","1","1","System","1","Generator","69","Hydro","2","35","322_2","87","Generation Cost","1","All Periods",,"31/12/2024 6:30:00 PM","1","0","34","$000","1","4","ST Schedule","1"
"Q2 Week1 DA","1","1","System","1","Generator","69","Hydro","2","35","322_2","88","Start & Shutdown Cost","1","All Periods",,"31/12/2024 6:30:00 PM","1","0","34","$000","1","4","ST Schedule","1"
"Q2 Week1 DA","1","1","System","1","Generator","69","Hydro","2","35","322_2","91","Emissions Cost","1","All Periods",,"31/12/2024 6:30:00 PM","1","0","34","$000","1","4","ST Schedule","1"
"Q2 Week1 DA","1","1","System","1","Generator","69","Hydro","2","35","322_2","93","Total Generation Cost","1","All Periods",,"31/12/2024 6:30:00 PM","1","0","34","$000","1","4","ST Schedule","1"
"Q2 Week1 DA","1","1","System","1","Generator","69","Hydro","2","35","322_2","104","SRMC","1","All Periods",,"31/12/2024 6:30:00 PM","1","0","33","$/MWh","1","4","ST Schedule","1"
"Q2 Week1 DA","1","1","System","1","Generator","69","Hydro","2","35","322_2","117","Price Received","1","All Periods",,"31/12/2024 6:30:00 PM","1","39.0416780506532","33","$/MWh","1","4","ST Schedule","1"
"Q2 Week1 DA","1","1","System","1","Generator","69","Hydro","2","35","322_2","129","Pool Revenue","1","All Periods",,"31/12/2024 6:30:00 PM","1","148.82687672909","34","$000","1","4","ST Schedule","1"
"Q2 Week1 DA","1","1","System","1","Generator","69","Hydro","2","35","322_2","133","Net Revenue","1","All Periods",,"31/12/2024 6:30:00 PM","1","148.82687672909","34","$000","1","4","ST Schedule","1"
"Q2 Week1 DA","1","1","System","1","Generator","69","Hydro","2","35","322_2","176","Installed Capacity","1","All Periods",,"31/12/2024 6:30:00 PM","1","50","1","MW","1","4","ST Schedule","1"
"Q2 Week1 DA","1","1","System","1","Generator","69","Hydro","2","35","322_2","191","Available Energy","1","All Periods",,"31/12/2024 6:30:00 PM","1","8.4","2","GWh","1","4","ST Schedule","1"
"Q2 Week1 DA","1","1","System","1","Generator","69","Hydro","2","36","322_3","1","Generation","1","All Periods",,"31/12/2024 6:30:00 PM","1","3.812","2","GWh","1","4","ST Schedule","1"
"Q2 Week1 DA","1","1","System","1","Generator","69","Hydro","2","36","322_3","77","Fuel Cost","1","All Periods",,"31/12/2024 6:30:00 PM","1","0","34","$000","1","4","ST Schedule","1"
"Q2 Week1 DA","1","1","System","1","Generator","69","Hydro","2","36","322_3","78","Fuel Transport Cost","1","All Periods",,"31/12/2024 6:30:00 PM","1","0","34","$000","1","4","ST Schedule","1"
"Q2 Week1 DA","1","1","System","1","Generator","69","Hydro","2","36","322_3","81","VO&M Cost","1","All Periods",,"31/12/2024 6:30:00 PM","1","0","34","$000","1","4","ST Schedule","1"
"Q2 Week1 DA","1","1","System","1","Generator","69","Hydro","2","36","322_3","87","Generation Cost","1","All Periods",,"31/12/2024 6:30:00 PM","1","0","34","$000","1","4","ST Schedule","1"
"Q2 Week1 DA","1","1","System","1","Generator","69","Hydro","2","36","322_3","88","Start & Shutdown Cost","1","All Periods",,"31/12/2024 6:30:00 PM","1","0","34","$000","1","4","ST Schedule","1"
"Q2 Week1 DA","1","1","System","1","Generator","69","Hydro","2","36","322_3","91","Emissions Cost","1","All Periods",,"31/12/2024 6:30:00 PM","1","0","34","$000","1","4","ST Schedule","1"
"Q2 Week1 DA","1","1","System","1","Generator","69","Hydro","2","36","322_3","93","Total Generation Cost","1","All Periods",,"31/12/2024 6:30:00 PM","1","0","34","$000","1","4","ST Schedule","1"
"Q2 Week1 DA","1","1","System","1","Generator","69","Hydro","2","36","322_3","104","SRMC","1","All Periods",,"31/12/2024 6:30:00 PM","1","0","33","$/MWh","1","4","ST Schedule","1"
"Q2 Week1 DA","1","1","System","1","Generator","69","Hydro","2","36","322_3","117","Price Received","1","All Periods",,"31/12/2024 6:30:00 PM","1","39.0416780506532","33","$/MWh","1","4","ST Schedule","1"
"Q2 Week1 DA","1","1","System","1","Generator","69","Hydro","2","36","322_3","129","Pool Revenue","1","All Periods",,"31/12/2024 6:30:00 PM","1","148.82687672909","34","$000","1","4","ST Schedule","1"
"Q2 Week1 DA","1","1","System","1","Generator","69","Hydro","2","36","322_3","133","Net Revenue","1","All Periods",,"31/12/2024 6:30:00 PM","1","148.82687672909","34","$000","1","4","ST Schedule","1"
"Q2 Week1 DA","1","1","System","1","Generator","69","Hydro","2","36","322_3","176","Installed Capacity","1","All Periods",,"31/12/2024 6:30:00 PM","1","50","1","MW","1","4","ST Schedule","1"
"Q2 Week1 DA","1","1","System","1","Generator","69","Hydro","2","36","322_3","191","Available Energy","1","All Periods",,"31/12/2024 6:30:00 PM","1","8.4","2","GWh","1","4","ST Schedule","1"
"Q2 Week1 DA","1","1","System","1","Generator","69","Hydro","2","37","322_4","1","Generation","1","All Periods",,"31/12/2024 6:30:00 PM","1","3.812","2","GWh","1","4","ST Schedule","1"
"Q2 Week1 DA","1","1","System","1","Generator","69","Hydro","2","37","322_4","77","Fuel Cost","1","All Periods",,"31/12/2024 6:30:00 PM","1","0","34","$000","1","4","ST Schedule","1"
"Q2 Week1 DA","1","1","System","1","Generator","69","Hydro","2","37","322_4","78","Fuel Transport Cost","1","All Periods",,"31/12/2024 6:30:00 PM","1","0","34","$000","1","4","ST Schedule","1"
"Q2 Week1 DA","1","1","System","1","Generator","69","Hydro","2","37","322_4","81","VO&M Cost","1","All Periods",,"31/12/2024 6:30:00 PM","1","0","34","$000","1","4","ST Schedule","1"
"Q2 Week1 DA","1","1","System","1","Generator","69","Hydro","2","37","322_4","87","Generation Cost","1","All Periods",,"31/12/2024 6:30:00 PM","1","0","34","$000","1","4","ST Schedule","1"
"Q2 Week1 DA","1","1","System","1","Generator","69","Hydro","2","37","322_4","88","Start & Shutdown Cost","1","All Periods",,"31/12/2024 6:30:00 PM","1","0","34","$000","1","4","ST Schedule","1"
"Q2 Week1 DA","1","1","System","1","Generator","69","Hydro","2","37","322_4","91","Emissions Cost","1","All Periods",,"31/12/2024 6:30:00 PM","1","0","34","$000","1","4","ST Schedule","1"
"Q2 Week1 DA","1","1","System","1","Generator","69","Hydro","2","37","322_4","93","Total Generation Cost","1","All Periods",,"31/12/2024 6:30:00 PM","1","0","34","$000","1","4","ST Schedule","1"
"Q2 Week1 DA","1","1","System","1","Generator","69","Hydro","2","37","322_4","104","SRMC","1","All Periods",,"31/12/2024 6:30:00 PM","1","0","33","$/MWh","1","4","ST Schedule","1"
"Q2 Week1 DA","1","1","System","1","Generator","69","Hydro","2","37","322_4","117","Price Received","1","All Periods",,"31/12/2024 6:30:00 PM","1","39.0416780506532","33","$/MWh","1","4","ST Schedule","1"
"Q2 Week1 DA","1","1","System","1","Generator","69","Hydro","2","37","322_4","129","Pool Revenue","1","All Periods",,"31/12/2024 6:30:00 PM","1","148.82687672909","34","$000","1","4","ST Schedule","1"
"Q2 Week1 DA","1","1","System","1","Generator","69","Hydro","2","37","322_4","133","Net Revenue","1","All Periods",,"31/12/2024 6:30:00 PM","1","148.82687672909","34","$000","1","4","ST Schedule","1"
"Q2 Week1 DA","1","1","System","1","Generator","69","Hydro","2","37","322_4","176","Installed Capacity","1","All Periods",,"31/12/2024 6:30:00 PM","1","50","1","MW","1","4","ST Schedule","1"
"Q2 Week1 DA","1","1","System","1","Generator","69","Hydro","2","37","322_4","191","Available Energy","1","All Periods",,"31/12/2024 6:30:00 PM","1","8.4","2","GWh","1","4","ST Schedule","1"
"Q2 Week1 DA","1","1","System","1","Generator","70","NG/CC","3","38","107_1","1","Generation","1","All Periods",,"31/12/2024 6:30:00 PM","1","1.94477777778","2","GWh","1","4","ST Schedule","1"
"Q2 Week1 DA","1","1","System","1","Generator","70","NG/CC","3","38","107_1","77","Fuel Cost","1","All Periods",,"31/12/2024 6:30:00 PM","1","89.43960241961","34","$000","1","4","ST Schedule","1"
"Q2 Week1 DA","1","1","System","1","Generator","70","NG/CC","3","38","107_1","78","Fuel Transport Cost","1","All Periods",,"31/12/2024 6:30:00 PM","1","0","34","$000","1","4","ST Schedule","1"
"Q2 Week1 DA","1","1","System","1","Generator","70","NG/CC","3","38","107_1","81","VO&M Cost","1","All Periods",,"31/12/2024 6:30:00 PM","1","0","34","$000","1","4","ST Schedule","1"
"Q2 Week1 DA","1","1","System","1","Generator","70","NG/CC","3","38","107_1","87","Generation Cost","1","All Periods",,"31/12/2024 6:30:00 PM","1","89.43960241961","34","$000","1","4","ST Schedule","1"
"Q2 Week1 DA","1","1","System","1","Generator","70","NG/CC","3","38","107_1","88","Start & Shutdown Cost","1","All Periods",,"31/12/2024 6:30:00 PM","1","0.32652648","34","$000","1","4","ST Schedule","1"
"Q2 Week1 DA","1","1","System","1","Generator","70","NG/CC","3","38","107_1","91","Emissions Cost","1","All Periods",,"31/12/2024 6:30:00 PM","1","0","34","$000","1","4","ST Schedule","1"
"Q2 Week1 DA","1","1","System","1","Generator","70","NG/CC","3","38","107_1","93","Total Generation Cost","1","All Periods",,"31/12/2024 6:30:00 PM","1","89.76612889961","34","$000","1","4","ST Schedule","1"
"Q2 Week1 DA","1","1","System","1","Generator","70","NG/CC","3","38","107_1","104","SRMC","1","All Periods",,"31/12/2024 6:30:00 PM","1","25.8301120417262","33","$/MWh","1","4","ST Schedule","1"
"Q2 Week1 DA","1","1","System","1","Generator","70","NG/CC","3","38","107_1","117","Price Received","1","All Periods",,"31/12/2024 6:30:00 PM","1","27.0716632908872","33","$/MWh","1","4","ST Schedule","1"
"Q2 Week1 DA","1","1","System","1","Generator","70","NG/CC","3","38","107_1","129","Pool Revenue","1","All Periods",,"31/12/2024 6:30:00 PM","1","52.64836917566","34","$000","1","4","ST Schedule","1"
"Q2 Week1 DA","1","1","System","1","Generator","70","NG/CC","3","38","107_1","133","Net Revenue","1","All Periods",,"31/12/2024 6:30:00 PM","1","-36.77464509056","34","$000","1","4","ST Schedule","1"
"Q2 Week1 DA","1","1","System","1","Generator","70","NG/CC","3","38","107_1","176","Installed Capacity","1","All Periods",,"31/12/2024 6:30:00 PM","1","355","1","MW","1","4","ST Schedule","1"
"Q2 Week1 DA","1","1","System","1","Generator","70","NG/CC","3","38","107_1","191","Available Energy","1","All Periods",,"31/12/2024 6:30:00 PM","1","59.64","2","GWh","1","4","ST Schedule","1"
"Q2 Week1 DA","1","1","System","1","Generator","70","NG/CC","3","39","118_1","1","Generation","1","All Periods",,"31/12/2024 6:30:00 PM","1","6.49790061047","2","GWh","1","4","ST Schedule","1"
"Q2 Week1 DA","1","1","System","1","Generator","70","NG/CC","3","39","118_1","77","Fuel Cost","1","All Periods",,"31/12/2024 6:30:00 PM","1","306.72575426578","34","$000","1","4","ST Schedule","1"
"Q2 Week1 DA","1","1","System","1","Generator","70","NG/CC","3","39","118_1","78","Fuel Transport Cost","1","All Periods",,"31/12/2024 6:30:00 PM","1","0","34","$000","1","4","ST Schedule","1"
"Q2 Week1 DA","1","1","System","1","Generator","70","NG/CC","3","39","118_1","81","VO&M Cost","1","All Periods",,"31/12/2024 6:30:00 PM","1","0","34","$000","1","4","ST Schedule","1"
"Q2 Week1 DA","1","1","System","1","Generator","70","NG/CC","3","39","118_1","87","Generation Cost","1","All Periods",,"31/12/2024 6:30:00 PM","1","306.72575426578","34","$000","1","4","ST Schedule","1"
"Q2 Week1 DA","1","1","System","1","Generator","70","NG/CC","3","39","118_1","88","Start & Shutdown Cost","1","All Periods",,"31/12/2024 6:30:00 PM","1","1.95915888","34","$000","1","4","ST Schedule","1"
"Q2 Week1 DA","1","1","System","1","Generator","70","NG/CC","3","39","118_1","91","Emissions Cost","1","All Periods",,"31/12/2024 6:30:00 PM","1","0","34","$000","1","4","ST Schedule","1"
"Q2 Week1 DA","1","1","System","1","Generator","70","NG/CC","3","39","118_1","93","Total Generation Cost","1","All Periods",,"31/12/2024 6:30:00 PM","1","308.68491314578","34","$000","1","4","ST Schedule","1"
"Q2 Week1 DA","1","1","System","1","Generator","70","NG/CC","3","39","118_1","104","SRMC","1","All Periods",,"31/12/2024 6:30:00 PM","1","25.5967158848214","33","$/MWh","1","4","ST Schedule","1"
"Q2 Week1 DA","1","1","System","1","Generator","70","NG/CC","3","39","118_1","117","Price Received","1","All Periods",,"31/12/2024 6:30:00 PM","1","23.3285073332686","33","$/MWh","1","4","ST Schedule","1"
"Q2 Week1 DA","1","1","System","1","Generator","70","NG/CC","3","39","118_1","129","Pool Revenue","1","All Periods",,"31/12/2024 6:30:00 PM","1","151.5863220422","34","$000","1","4","ST Schedule","1"
"Q2 Week1 DA","1","1","System","1","Generator","70","NG/CC","3","39","118_1","133","Net Revenue","1","All Periods",,"31/12/2024 6:30:00 PM","1","-154.84631804728","34","$000","1","4","ST Schedule","1"
"Q2 Week1 DA","1","1","System","1","Generator","70","NG/CC","3","39","118_1","176","Installed Capacity","1","All Periods",,"31/12/2024 6:30:00 PM","1","355","1","MW","1","4","ST Schedule","1"
"Q2 Week1 DA","1","1","System","1","Generator","70","NG/CC","3","39","118_1","191","Available Energy","1","All Periods",,"31/12/2024 6:30:00 PM","1","59.64","2","GWh","1","4","ST Schedule","1"
"Q2 Week1 DA","1","1","System","1","Generator","70","NG/CC","3","40","213_3","1","Generation","1","All Periods",,"31/12/2024 6:30:00 PM","1","0","2","GWh","1","4","ST Schedule","1"
"Q2 Week1 DA","1","1","System","1","Generator","70","NG/CC","3","40","213_3","77","Fuel Cost","1","All Periods",,"31/12/2024 6:30:00 PM","1","0","34","$000","1","4","ST Schedule","1"
"Q2 Week1 DA","1","1","System","1","Generator","70","NG/CC","3","40","213_3","78","Fuel Transport Cost","1","All Periods",,"31/12/2024 6:30:00 PM","1","0","34","$000","1","4","ST Schedule","1"
"Q2 Week1 DA","1","1","System","1","Generator","70","NG/CC","3","40","213_3","81","VO&M Cost","1","All Periods",,"31/12/2024 6:30:00 PM","1","0","34","$000","1","4","ST Schedule","1"
"Q2 Week1 DA","1","1","System","1","Generator","70","NG/CC","3","40","213_3","87","Generation Cost","1","All Periods",,"31/12/2024 6:30:00 PM","1","0","34","$000","1","4","ST Schedule","1"
"Q2 Week1 DA","1","1","System","1","Generator","70","NG/CC","3","40","213_3","88","Start & Shutdown Cost","1","All Periods",,"31/12/2024 6:30:00 PM","1","0","34","$000","1","4","ST Schedule","1"
"Q2 Week1 DA","1","1","System","1","Generator","70","NG/CC","3","40","213_3","91","Emissions Cost","1","All Periods",,"31/12/2024 6:30:00 PM","1","0","34","$000","1","4","ST Schedule","1"
"Q2 Week1 DA","1","1","System","1","Generator","70","NG/CC","3","40","213_3","93","Total Generation Cost","1","All Periods",,"31/12/2024 6:30:00 PM","1","0","34","$000","1","4","ST Schedule","1"
"Q2 Week1 DA","1","1","System","1","Generator","70","NG/CC","3","40","213_3","104","SRMC","1","All Periods",,"31/12/2024 6:30:00 PM","1","25.95469396875","33","$/MWh","1","4","ST Schedule","1"
"Q2 Week1 DA","1","1","System","1","Generator","70","NG/CC","3","40","213_3","117","Price Received","1","All Periods",,"31/12/2024 6:30:00 PM","1","0","33","$/MWh","1","4","ST Schedule","1"
"Q2 Week1 DA","1","1","System","1","Generator","70","NG/CC","3","40","213_3","129","Pool Revenue","1","All Periods",,"31/12/2024 6:30:00 PM","1","0","34","$000","1","4","ST Schedule","1"
"Q2 Week1 DA","1","1","System","1","Generator","70","NG/CC","3","40","213_3","133","Net Revenue","1","All Periods",,"31/12/2024 6:30:00 PM","1","0","34","$000","1","4","ST Schedule","1"
"Q2 Week1 DA","1","1","System","1","Generator","70","NG/CC","3","40","213_3","176","Installed Capacity","1","All Periods",,"31/12/2024 6:30:00 PM","1","355","1","MW","1","4","ST Schedule","1"
"Q2 Week1 DA","1","1","System","1","Generator","70","NG/CC","3","40","213_3","191","Available Energy","1","All Periods",,"31/12/2024 6:30:00 PM","1","59.64","2","GWh","1","4","ST Schedule","1"
"Q2 Week1 DA","1","1","System","1","Generator","70","NG/CC","3","41","218_1","1","Generation","1","All Periods",,"31/12/2024 6:30:00 PM","1","0","2","GWh","1","4","ST Schedule","1"
"Q2 Week1 DA","1","1","System","1","Generator","70","NG/CC","3","41","218_1","77","Fuel Cost","1","All Periods",,"31/12/2024 6:30:00 PM","1","0","34","$000","1","4","ST Schedule","1"
"Q2 Week1 DA","1","1","System","1","Generator","70","NG/CC","3","41","218_1","78","Fuel Transport Cost","1","All Periods",,"31/12/2024 6:30:00 PM","1","0","34","$000","1","4","ST Schedule","1"
"Q2 Week1 DA","1","1","System","1","Generator","70","NG/CC","3","41","218_1","81","VO&M Cost","1","All Periods",,"31/12/2024 6:30:00 PM","1","0","34","$000","1","4","ST Schedule","1"
"Q2 Week1 DA","1","1","System","1","Generator","70","NG/CC","3","41","218_1","87","Generation Cost","1","All Periods",,"31/12/2024 6:30:00 PM","1","0","34","$000","1","4","ST Schedule","1"
"Q2 Week1 DA","1","1","System","1","Generator","70","NG/CC","3","41","218_1","88","Start & Shutdown Cost","1","All Periods",,"31/12/2024 6:30:00 PM","1","0","34","$000","1","4","ST Schedule","1"
"Q2 Week1 DA","1","1","System","1","Generator","70","NG/CC","3","41","218_1","91","Emissions Cost","1","All Periods",,"31/12/2024 6:30:00 PM","1","0","34","$000","1","4","ST Schedule","1"
"Q2 Week1 DA","1","1","System","1","Generator","70","NG/CC","3","41","218_1","93","Total Generation Cost","1","All Periods",,"31/12/2024 6:30:00 PM","1","0","34","$000","1","4","ST Schedule","1"
"Q2 Week1 DA","1","1","System","1","Generator","70","NG/CC","3","41","218_1","104","SRMC","1","All Periods",,"31/12/2024 6:30:00 PM","1","25.95469396875","33","$/MWh","1","4","ST Schedule","1"
"Q2 Week1 DA","1","1","System","1","Generator","70","NG/CC","3","41","218_1","117","Price Received","1","All Periods",,"31/12/2024 6:30:00 PM","1","0","33","$/MWh","1","4","ST Schedule","1"
"Q2 Week1 DA","1","1","System","1","Generator","70","NG/CC","3","41","218_1","129","Pool Revenue","1","All Periods",,"31/12/2024 6:30:00 PM","1","0","34","$000","1","4","ST Schedule","1"
"Q2 Week1 DA","1","1","System","1","Generator","70","NG/CC","3","41","218_1","133","Net Revenue","1","All Periods",,"31/12/2024 6:30:00 PM","1","0","34","$000","1","4","ST Schedule","1"
"Q2 Week1 DA","1","1","System","1","Generator","70","NG/CC","3","41","218_1","176","Installed Capacity","1","All Periods",,"31/12/2024 6:30:00 PM","1","355","1","MW","1","4","ST Schedule","1"
"Q2 Week1 DA","1","1","System","1","Generator","70","NG/CC","3","41","218_1","191","Available Energy","1","All Periods",,"31/12/2024 6:30:00 PM","1","59.64","2","GWh","1","4","ST Schedule","1"
"Q2 Week1 DA","1","1","System","1","Generator","70","NG/CC","3","42","221_1","1","Generation","1","All Periods",,"31/12/2024 6:30:00 PM","1","0","2","GWh","1","4","ST Schedule","1"
"Q2 Week1 DA","1","1","System","1","Generator","70","NG/CC","3","42","221_1","77","Fuel Cost","1","All Periods",,"31/12/2024 6:30:00 PM","1","0","34","$000","1","4","ST Schedule","1"
"Q2 Week1 DA","1","1","System","1","Generator","70","NG/CC","3","42","221_1","78","Fuel Transport Cost","1","All Periods",,"31/12/2024 6:30:00 PM","1","0","34","$000","1","4","ST Schedule","1"
"Q2 Week1 DA","1","1","System","1","Generator","70","NG/CC","3","42","221_1","81","VO&M Cost","1","All Periods",,"31/12/2024 6:30:00 PM","1","0","34","$000","1","4","ST Schedule","1"
"Q2 Week1 DA","1","1","System","1","Generator","70","NG/CC","3","42","221_1","87","Generation Cost","1","All Periods",,"31/12/2024 6:30:00 PM","1","0","34","$000","1","4","ST Schedule","1"
"Q2 Week1 DA","1","1","System","1","Generator","70","NG/CC","3","42","221_1","88","Start & Shutdown Cost","1","All Periods",,"31/12/2024 6:30:00 PM","1","0","34","$000","1","4","ST Schedule","1"
"Q2 Week1 DA","1","1","System","1","Generator","70","NG/CC","3","42","221_1","91","Emissions Cost","1","All Periods",,"31/12/2024 6:30:00 PM","1","0","34","$000","1","4","ST Schedule","1"
"Q2 Week1 DA","1","1","System","1","Generator","70","NG/CC","3","42","221_1","93","Total Generation Cost","1","All Periods",,"31/12/2024 6:30:00 PM","1","0","34","$000","1","4","ST Schedule","1"
"Q2 Week1 DA","1","1","System","1","Generator","70","NG/CC","3","42","221_1","104","SRMC","1","All Periods",,"31/12/2024 6:30:00 PM","1","25.95469396875","33","$/MWh","1","4","ST Schedule","1"
"Q2 Week1 DA","1","1","System","1","Generator","70","NG/CC","3","42","221_1","117","Price Received","1","All Periods",,"31/12/2024 6:30:00 PM","1","0","33","$/MWh","1","4","ST Schedule","1"
"Q2 Week1 DA","1","1","System","1","Generator","70","NG/CC","3","42","221_1","129","Pool Revenue","1","All Periods",,"31/12/2024 6:30:00 PM","1","0","34","$000","1","4","ST Schedule","1"
"Q2 Week1 DA","1","1","System","1","Generator","70","NG/CC","3","42","221_1","133","Net Revenue","1","All Periods",,"31/12/2024 6:30:00 PM","1","0","34","$000","1","4","ST Schedule","1"
"Q2 Week1 DA","1","1","System","1","Generator","70","NG/CC","3","42","221_1","176","Installed Capacity","1","All Periods",,"31/12/2024 6:30:00 PM","1","355","1","MW","1","4","ST Schedule","1"
"Q2 Week1 DA","1","1","System","1","Generator","70","NG/CC","3","42","221_1","191","Available Energy","1","All Periods",,"31/12/2024 6:30:00 PM","1","59.64","2","GWh","1","4","ST Schedule","1"
"Q2 Week1 DA","1","1","System","1","Generator","70","NG/CC","3","43","313_1","1","Generation","1","All Periods",,"31/12/2024 6:30:00 PM","1","0","2","GWh","1","4","ST Schedule","1"
"Q2 Week1 DA","1","1","System","1","Generator","70","NG/CC","3","43","313_1","77","Fuel Cost","1","All Periods",,"31/12/2024 6:30:00 PM","1","0","34","$000","1","4","ST Schedule","1"
"Q2 Week1 DA","1","1","System","1","Generator","70","NG/CC","3","43","313_1","78","Fuel Transport Cost","1","All Periods",,"31/12/2024 6:30:00 PM","1","0","34","$000","1","4","ST Schedule","1"
"Q2 Week1 DA","1","1","System","1","Generator","70","NG/CC","3","43","313_1","81","VO&M Cost","1","All Periods",,"31/12/2024 6:30:00 PM","1","0","34","$000","1","4","ST Schedule","1"
"Q2 Week1 DA","1","1","System","1","Generator","70","NG/CC","3","43","313_1","87","Generation Cost","1","All Periods",,"31/12/2024 6:30:00 PM","1","0","34","$000","1","4","ST Schedule","1"
"Q2 Week1 DA","1","1","System","1","Generator","70","NG/CC","3","43","313_1","88","Start & Shutdown Cost","1","All Periods",,"31/12/2024 6:30:00 PM","1","0","34","$000","1","4","ST Schedule","1"
"Q2 Week1 DA","1","1","System","1","Generator","70","NG/CC","3","43","313_1","91","Emissions Cost","1","All Periods",,"31/12/2024 6:30:00 PM","1","0","34","$000","1","4","ST Schedule","1"
"Q2 Week1 DA","1","1","System","1","Generator","70","NG/CC","3","43","313_1","93","Total Generation Cost","1","All Periods",,"31/12/2024 6:30:00 PM","1","0","34","$000","1","4","ST Schedule","1"
"Q2 Week1 DA","1","1","System","1","Generator","70","NG/CC","3","43","313_1","104","SRMC","1","All Periods",,"31/12/2024 6:30:00 PM","1","25.95469396875","33","$/MWh","1","4","ST Schedule","1"
"Q2 Week1 DA","1","1","System","1","Generator","70","NG/CC","3","43","313_1","117","Price Received","1","All Periods",,"31/12/2024 6:30:00 PM","1","0","33","$/MWh","1","4","ST Schedule","1"
"Q2 Week1 DA","1","1","System","1","Generator","70","NG/CC","3","43","313_1","129","Pool Revenue","1","All Periods",,"31/12/2024 6:30:00 PM","1","0","34","$000","1","4","ST Schedule","1"
